key,project,issuetype,resolution,priority,created,resolutiondate,summary,category,spec_areas,is_nonconformance,mentions_other_driver,preventable_by_yaml_test,confidence,rationale,components,labels,fix_versions,links,url
PYTHON-3360,PYTHON,Bug,Done,Major - P3,2022-07-19,2023-01-10,Disable causal consistency in implicit sessions,not_relevant,causal-consistency|sessions,False,True,False,medium,Disable causal consistency in implicit sessions,Causal Consistency|Retryability|Sessions,,4.4,Duplicate:MOTOR-997|Issue split:DRIVERS-2369,https://jira.mongodb.org/browse/PYTHON-3360
PYTHON-3546,PYTHON,Bug,Fixed,Minor - P4,2023-01-04,2023-01-11,"bson.CodecOptions docs missing unicode_decode_error_handler=""ignore"" option in newer documentation",not_relevant,bson,False,True,False,medium,"bson.CodecOptions docs missing unicode_decode_error_handler=""ignore"" option in n",Docs,,4.4,Related:PYTHON-3558,https://jira.mongodb.org/browse/PYTHON-3546
PYTHON-3560,PYTHON,Improvement,Done,Unknown,2023-01-11,2023-01-12,Use CRYPT_SHARED_LIB expansion instead of mongodl.py for downloading crypt_shared,not_relevant,,False,True,False,medium,Use CRYPT_SHARED_LIB expansion instead of mongodl.py for downloading crypt_share,,,,,https://jira.mongodb.org/browse/PYTHON-3560
PYTHON-3446,PYTHON,Improvement,Done,Unknown,2022-09-27,2023-01-18,Do not create MongoClient to mongocryptd if shared library is loaded,not_relevant,,False,True,False,medium,Do not create MongoClient to mongocryptd if shared library is loaded,,,4.4,Duplicate:MOTOR-1034|Issue split:DRIVERS-2449,https://jira.mongodb.org/browse/PYTHON-3446
PYTHON-3565,PYTHON,Bug,Fixed,Minor - P4,2023-01-16,2023-01-18,The docs page appears to be missing a component reference,not_relevant,,False,True,False,medium,The docs page appears to be missing a component reference,Docs,,4.4,Problem/Incident:PYTHON-1889,https://jira.mongodb.org/browse/PYTHON-3565
PYTHON-3523,PYTHON,Improvement,Fixed,Major - P3,2022-11-16,2023-01-24,Remove getNonce command usage for 6.2+,not_relevant,commands,False,True,False,medium,Remove getNonce command usage for 6.2+,,,4.4,Duplicate:MOTOR-1067|Issue split:DRIVERS-2490,https://jira.mongodb.org/browse/PYTHON-3523
PYTHON-3280,PYTHON,Improvement,Done,Major - P3,2022-05-23,2023-01-24,Support for Range Indexes,not_relevant,,False,True,False,medium,Support for Range Indexes,,,,Depends:PYTHON-3564|Depends:MOTOR-969|Issue split:DRIVERS-2286|Related:PYTHON-3677|Related:PYTHON-3582|Related:PYTHON-3574,https://jira.mongodb.org/browse/PYTHON-3280
PYTHON-3568,PYTHON,Bug,Fixed,Minor - P4,2023-01-17,2023-01-25,Intellisense highlights multiple PyMongo methods because of CodecOptions,not_relevant,crud,False,True,False,medium,Intellisense highlights multiple PyMongo methods because of CodecOptions,Typing,,4.4,,https://jira.mongodb.org/browse/PYTHON-3568
PYTHON-3592,PYTHON,Improvement,Fixed,Unknown,2023-02-03,2023-02-07,createEncryptedCollection should raise a specialized exception to report the intermediate encryptedFields,not_relevant,bson|crud,False,True,False,medium,createEncryptedCollection should raise a specialized exception to report the int,Client Side Encryption,,4.4,Related:PYTHON-3357,https://jira.mongodb.org/browse/PYTHON-3592
PYTHON-3562,PYTHON,Bug,Fixed,Unknown,2023-01-12,2023-02-10,Type annotation of `bson.json_utils.loads` is incorrect (only accepts `str`),not_relevant,bson,False,True,False,medium,Type annotation of `bson.json_utils.loads` is incorrect (only accepts `str`),Typing,,4.4,,https://jira.mongodb.org/browse/PYTHON-3562
PYTHON-3381,PYTHON,Improvement,Fixed,Unknown,2022-07-29,2023-02-17,Improve readability of sphinx docs,not_relevant,,False,False,False,medium,Improve readability of sphinx docs,,,4.4,,https://jira.mongodb.org/browse/PYTHON-3381
PYTHON-3610,PYTHON,Improvement,Fixed,Unknown,2023-02-17,2023-03-14,Add blacken-docs to pre-commit hook,not_relevant,,False,True,False,medium,Add blacken-docs to pre-commit hook,Docs,,4.4,Related:INTPYTHON-154,https://jira.mongodb.org/browse/PYTHON-3610
PYTHON-3615,PYTHON,Improvement,Fixed,Unknown,2023-02-21,2023-03-21,Add docs example for how to rotate CMKs using rewrap_many_data_key,not_relevant,crud|csfle,False,True,False,medium,Add docs example for how to rotate CMKs using rewrap_many_data_key,,,4.4,Related:DOCSP-28482,https://jira.mongodb.org/browse/PYTHON-3615
PYTHON-3643,PYTHON,Improvement,Fixed,Unknown,2023-03-27,2023-03-31,MONGODB-AWS auth examples should use mongodb+srv ,not_relevant,auth|auth-aws|dns-seedlist,False,True,False,medium,MONGODB-AWS auth examples should use mongodb+srv ,Docs,,4.4,,https://jira.mongodb.org/browse/PYTHON-3643
PYTHON-3657,PYTHON,Bug,Fixed,Minor - P4,2023-04-07,2023-04-07,Allow explicit index name set to None,not_relevant,,False,True,False,medium,Allow explicit index name set to None,,,4.4,,https://jira.mongodb.org/browse/PYTHON-3657
PYTHON-3652,PYTHON,Improvement,Fixed,Major - P3,2023-04-04,2023-04-12,Bump maxWireVersion for MongoDB 7.0,not_relevant,,False,True,False,medium,,Wire Protocol,,4.4,Duplicate:MOTOR-1108|Issue split:DRIVERS-2595,https://jira.mongodb.org/browse/PYTHON-3652
PYTHON-3663,PYTHON,Bug,Fixed,Unknown,2023-04-12,2023-04-12,Cryptography 40+ Requires PyPy3 7.3.10+,driver_spec_nonconformance,,True,False,True,medium,Ticket references spec or conformance issue.,,,pymongocrypt-1.5.2,,https://jira.mongodb.org/browse/PYTHON-3663
PYTHON-3678,PYTHON,Bug,Fixed,Minor - P4,2023-04-22,2023-04-25,Auth docs page says to use quote() when it should say quote_plus(),cross_driver_inconsistency,,False,True,False,medium,References behavior across drivers.,Docs,,4.4,Related:PYTHON-2973,https://jira.mongodb.org/browse/PYTHON-3678
PYTHON-3464,PYTHON,Improvement,Fixed,Unknown,2022-10-10,2023-05-05,Collect FaaS platform information as part of the environment information in driver handshake metadata,not_relevant,,False,True,False,medium,,,,4.4,Duplicate:MOTOR-1129|Duplicate:PYTHON-3704|Duplicate:MOTOR-1044|Issue split:DRIVERS-2209|Related:PYTHON-2052,https://jira.mongodb.org/browse/PYTHON-3464
PYTHON-3570,PYTHON,Improvement,Fixed,Major - P3,2023-01-18,2023-05-08, Deprecate currentOp/collStats commands by 7.0,not_relevant,,False,True,False,medium,,,,4.4,Duplicate:MOTOR-1083|Issue split:DRIVERS-2232,https://jira.mongodb.org/browse/PYTHON-3570
PYTHON-3613,PYTHON,Improvement,Fixed,Major - P3,2023-02-21,2023-05-12,Improving Time-Series Scalability,not_relevant,,False,True,False,medium,,Collection Management,,4.4,Duplicate:MOTOR-1099|Issue split:DRIVERS-2546,https://jira.mongodb.org/browse/PYTHON-3613
PYTHON-3469,PYTHON,Bug,Fixed,Major - P3,2022-10-11,2023-05-15,Error if RewrapManyDataKey is called with masterKey and without provider,not_relevant,,False,True,False,medium,,Client Side Encryption,,4.4,Duplicate:MOTOR-1048|Issue split:DRIVERS-2441,https://jira.mongodb.org/browse/PYTHON-3469
PYTHON-3717,PYTHON,Improvement,Fixed,Unknown,2023-05-22,2023-05-26,Speed up _type_marker check in BSON,not_relevant,,False,False,False,medium,,BSON,,4.4,Problem/Incident:PYTHON-3798|Problem/Incident:PYTHON-3728|Related:PYTHON-3819|Related:PYTHON-3729|Related:PYTHON-3718|Related:PYTHON-3797,https://jira.mongodb.org/browse/PYTHON-3717
PYTHON-3691,PYTHON,Bug,Fixed,Unknown,2023-04-28,2023-06-05,file descriptor cannot be a negative integer (-1) error when using PyOpenSSL,cross_driver_inconsistency,,False,True,False,medium,References behavior across drivers.,,,4.4,,https://jira.mongodb.org/browse/PYTHON-3691
PYTHON-3718,PYTHON,Improvement,Fixed,Unknown,2023-05-22,2023-06-05,Faster INT2STRING,not_relevant,,False,False,False,medium,,BSON,,4.4,Related:PYTHON-3819|Related:PYTHON-3717,https://jira.mongodb.org/browse/PYTHON-3718
PYTHON-3699,PYTHON,Improvement,Fixed,Major - P3,2023-05-02,2023-06-14,Avoiding Errors if Change Stream Events Exceed 16MB,not_relevant,,False,True,False,medium,,,spec-compliance,4.4,Duplicate:MOTOR-1128|Issue split:DRIVERS-2617,https://jira.mongodb.org/browse/PYTHON-3699
PYTHON-2287,PYTHON,Improvement,Fixed,Major - P3,2020-06-11,2023-06-15,Improve error message TypeError: upsert must be True or False,cross_driver_inconsistency,,False,True,False,medium,References behavior across drivers.,Error Handling,neweng,4.4,,https://jira.mongodb.org/browse/PYTHON-2287
PYTHON-3758,PYTHON,Improvement,Fixed,Unknown,2023-06-21,2023-06-26,Support overflow integers in fallback_encoder,cross_driver_inconsistency,,False,True,False,medium,References behavior across drivers.,,,4.5,,https://jira.mongodb.org/browse/PYTHON-3758
PYTHON-3798,PYTHON,Bug,Fixed,Unknown,2023-07-03,2023-07-06,add error checking and visit for _type_marker_str ,not_relevant,,False,False,False,medium,,,,4.5|4.4.1,Problem/Incident:PYTHON-3717,https://jira.mongodb.org/browse/PYTHON-3798
PYTHON-3800,PYTHON,Bug,Fixed,Unknown,2023-07-04,2023-07-07,An error occurs when the SRV record contains uppercase letters. ,cross_driver_inconsistency,,False,True,False,medium,References behavior across drivers.,,,4.5|4.4.1,Related:BUILD-17702|Related:DRIVERS-2668|Related:HELP-47526,https://jira.mongodb.org/browse/PYTHON-3800
PYTHON-3797,PYTHON,Improvement,Fixed,Unknown,2023-07-03,2023-07-10,Cache commonly used strings in C extensions,not_relevant,,False,False,False,medium,,,,4.5,Related:PYTHON-3729|Related:PYTHON-3717|Related:PYTHON-3816,https://jira.mongodb.org/browse/PYTHON-3797
PYTHON-3816,PYTHON,Improvement,Fixed,Unknown,2023-07-07,2023-07-10,Use PyObject_GetItem instead of PyMapping_GetItemString,not_relevant,,False,False,False,medium,,,,4.5,Related:PYTHON-3797,https://jira.mongodb.org/browse/PYTHON-3816
PYTHON-3817,PYTHON,Improvement,Fixed,Unknown,2023-07-07,2023-07-11,Optimize BSON encoding of standard Python dict,not_relevant,,False,False,False,medium,,,,4.5,Related:PYTHON-3824,https://jira.mongodb.org/browse/PYTHON-3817
PYTHON-3824,PYTHON,Improvement,Fixed,Unknown,2023-07-11,2023-07-13,Optimize BSON encoding of standard Python list and tuples,spec_authoring,,False,False,False,medium,Specification authoring or amendment.,,,4.5,Related:PYTHON-3817,https://jira.mongodb.org/browse/PYTHON-3824
PYTHON-3831,PYTHON,Bug,Fixed,Unknown,2023-07-13,2023-07-14,Remove references to `_DocumentIn`,not_relevant,,False,False,False,medium,,,,4.5,,https://jira.mongodb.org/browse/PYTHON-3831
PYTHON-3846,PYTHON,Improvement,Fixed,Unknown,2023-07-17,2023-07-17,Optimize BSON encoding of large ints,cross_driver_inconsistency,,False,True,False,medium,References behavior across drivers.,,,4.5,,https://jira.mongodb.org/browse/PYTHON-3846
PYTHON-3830,PYTHON,Bug,Fixed,Unknown,2023-07-13,2023-07-18,PyMongoCrypt Depends on Deprecated Distutils,cross_driver_inconsistency,,False,True,False,medium,References behavior across drivers.,,,pymongocrypt-1.7.0,,https://jira.mongodb.org/browse/PYTHON-3830
PYTHON-3820,PYTHON,Improvement,Fixed,Unknown,2023-07-10,2023-07-19,Optimize PyObject_CallMethod calls,not_relevant,,False,False,False,medium,,,,4.5,,https://jira.mongodb.org/browse/PYTHON-3820
PYTHON-3904,PYTHON,Bug,Fixed,Unknown,2023-08-07,2023-08-08,NameError: name 'socket' is not defined. Did you mean: '_socket'?,cross_driver_inconsistency,,False,True,False,medium,References behavior across drivers.,,,4.5,Problem/Incident:PYTHON-3814|Related:PYTHON-3905,https://jira.mongodb.org/browse/PYTHON-3904
PYTHON-3821,PYTHON,Improvement,Fixed,Unknown,2023-07-10,2023-08-11,use overload pattern for _DocumentType,not_relevant,,False,False,False,medium,,,,4.5,Related:PYTHON-3697,https://jira.mongodb.org/browse/PYTHON-3821
PYTHON-3461,PYTHON,Improvement,Fixed,Unknown,2022-10-10,2023-08-11,Test FaaS (AWS Lambda) Behavior Per Driver,not_relevant,,False,True,False,medium,,FaaS,,4.5,Duplicate:MOTOR-1041|Issue split:DRIVERS-2384,https://jira.mongodb.org/browse/PYTHON-3461
PYTHON-3909,PYTHON,Bug,Fixed,Unknown,2023-08-09,2023-08-15,OIDC reauth does not work for bulk write operations,cross_driver_inconsistency,,False,True,False,medium,References behavior across drivers.,,,4.5,Related:PYTHON-3879,https://jira.mongodb.org/browse/PYTHON-3909
PYTHON-3739,PYTHON,Improvement,Fixed,Unknown,2023-06-15,2023-08-29,Refactor retryable reads and writes logic to avoid duplication,cross_driver_inconsistency,,False,True,False,medium,References behavior across drivers.,,tech-debt,4.6,Backports:PYTHON-3910|Duplicate:PYTHON-3910|Problem/Incident:PYTHON-4038,https://jira.mongodb.org/browse/PYTHON-3739
PYTHON-3948,PYTHON,Bug,Done,Unknown,2023-09-02,2023-09-05,Fix install location of Windows Python binaries,not_relevant,,False,True,False,medium,,,,,Related:BUILD-17855,https://jira.mongodb.org/browse/PYTHON-3948
PYTHON-3716,PYTHON,Improvement,Fixed,Unknown,2023-05-17,2023-09-28,OIDC-SASL Follow-Up,not_relevant,,False,True,False,medium,,Authentication,spec-compliance,4.6,Duplicate:MOTOR-1135|Issue split:DRIVERS-2616,https://jira.mongodb.org/browse/PYTHON-3716
PYTHON-3965,PYTHON,Improvement,Done,Critical - P2,2023-09-19,2023-09-29,Update Langchain vectorSearch to use $vectorSearch instead of $search,not_relevant,,False,False,False,medium,,,,,,https://jira.mongodb.org/browse/PYTHON-3965
PYTHON-3966,PYTHON,Improvement,Done,Critical - P2,2023-09-19,2023-10-05,Update LlamaIndex vectorSearch to use $vectorSearch instead of $search,not_relevant,,False,False,False,medium,,,,,,https://jira.mongodb.org/browse/PYTHON-3966
PYTHON-3598,PYTHON,Improvement,Done,Major - P3,2023-02-08,2023-10-06,Add databaseName property to command events,not_relevant,,False,True,False,medium,,APM,,4.6,Duplicate:MOTOR-1094|Issue split:DRIVERS-2452,https://jira.mongodb.org/browse/PYTHON-3598
PYTHON-4005,PYTHON,Improvement,Fixed,Unknown,2023-10-18,2023-10-19,Replace flake8 and isort with ruff,not_relevant,,False,True,False,medium,,,,4.6,Related:MOTOR-1194,https://jira.mongodb.org/browse/PYTHON-4005
PYTHON-1424,PYTHON,Improvement,Fixed,Minor - P4,2017-11-28,2023-10-20,Add __repr__ to write result classes,cross_driver_inconsistency,,False,True,False,medium,References behavior across drivers.,,neweng,4.6,,https://jira.mongodb.org/browse/PYTHON-1424
PYTHON-3757,PYTHON,Bug,Fixed,Minor - P4,2023-06-21,2023-10-20,Bulk write operations don't consider hint field in equality checks,cross_driver_inconsistency,,False,True,False,medium,References behavior across drivers.,,,4.6,,https://jira.mongodb.org/browse/PYTHON-3757
PYTHON-3953,PYTHON,Bug,Fixed,Unknown,2023-09-06,2023-10-20,PyMongo should send killCursors on MaxTimeMSExpired Error,cross_driver_inconsistency,,False,True,False,medium,References behavior across drivers.,,,4.6,Issue split:DRIVERS-2751|Problem/Incident:PYTHON-4010|Problem/Incident:SERVER-79779|Related:PYTHON-1755,https://jira.mongodb.org/browse/PYTHON-3953
PYTHON-4007,PYTHON,Bug,Fixed,Unknown,2023-10-23,2023-10-23,PyMongo incorrectly sets exhaustAllowed on getMores when connected to Serverless or load balanced mode,driver_spec_nonconformance,,True,True,True,medium,Ticket references spec or conformance issue.,,,4.6,Problem/Incident:HELP-50171|Problem/Incident:PYTHON-3943,https://jira.mongodb.org/browse/PYTHON-4007
PYTHON-3968,PYTHON,Bug,Fixed,Major - P3,2023-09-20,2023-10-28,Unable to install latest pymongo in a tox environment where gcc is not available,cross_driver_inconsistency,,False,True,False,medium,References behavior across drivers.,,,4.6,Problem/Incident:PYTHON-3760,https://jira.mongodb.org/browse/PYTHON-3968
PYTHON-3926,PYTHON,Improvement,Fixed,Major - P3,2023-08-21,2023-10-30,Add more information to connection errors and timeouts,cross_driver_inconsistency,,False,True,False,medium,References behavior across drivers.,,,4.6,Problem/Incident:PYTHON-4632,https://jira.mongodb.org/browse/PYTHON-3926
PYTHON-3930,PYTHON,Improvement,Fixed,Major - P3,2023-08-22,2023-11-01,User-facing Network Compression Drivers Documentation,not_relevant,,False,True,False,medium,,,,4.6,Duplicate:MOTOR-1175|Issue split:DRIVERS-2693|Related:DOCSP-34026,https://jira.mongodb.org/browse/PYTHON-3930
PYTHON-3837,PYTHON,Improvement,Fixed,Unknown,2023-07-14,2023-11-02,Driver Container and Kubernetes Awareness,not_relevant,,False,True,False,medium,,,,4.7,Duplicate:MOTOR-1154|Issue split:DRIVERS-2570,https://jira.mongodb.org/browse/PYTHON-3837
PYTHON-2834,PYTHON,Improvement,Fixed,Major - P3,2021-07-21,2023-11-14,Direct read/write retries to another mongos if possible,not_relevant,,False,True,False,medium,,Retryability|Spec Comp,,4.7,Duplicate:MOTOR-792|Issue split:DRIVERS-1571,https://jira.mongodb.org/browse/PYTHON-2834
PYTHON-3605,PYTHON,Improvement,Fixed,Unknown,2023-02-15,2023-11-27,Move type annotations to parameter list in rendered docs,cross_driver_inconsistency,,False,True,False,medium,References behavior across drivers.,Docs,,4.7,Related:PYTHON-4536,https://jira.mongodb.org/browse/PYTHON-3605
PYTHON-4038,PYTHON,Bug,Fixed,Major - P3,2023-11-08,2023-11-27,Make explicit OperationFailure check on retryable read error handling,cross_driver_inconsistency,,False,True,False,medium,References behavior across drivers.,,,4.6|4.6.1,Problem/Incident:PYTHON-3739|Related:MOTOR-1182,https://jira.mongodb.org/browse/PYTHON-4038
PYTHON-3823,PYTHON,Improvement,Fixed,Unknown,2023-07-11,2023-11-29,Standardize performance testing infrastructure,not_relevant,,False,True,False,medium,,,,4.7,Duplicate:MOTOR-1149|Issue split:DRIVERS-2666|Related:DRIVERS-2779,https://jira.mongodb.org/browse/PYTHON-3823
PYTHON-3036,PYTHON,Improvement,Fixed,Minor - P4,2021-12-06,2023-11-30,Improve error message for unknown MongoClient options,driver_spec_nonconformance,,True,False,True,medium,Ticket references spec or conformance issue.,,neweng,4.7,Duplicate:PYTHON-4052|Related:PYTHON-3033|Related:PYTHON-4056,https://jira.mongodb.org/browse/PYTHON-3036
PYTHON-4055,PYTHON,Improvement,Fixed,Minor - P4,2023-11-21,2023-12-04,Add xunit-results to .gitignore,not_relevant,,False,True,False,medium,,,,4.7,Duplicate:PYTHON-4071|Related:INTPYTHON-205,https://jira.mongodb.org/browse/PYTHON-4055
PYTHON-4070,PYTHON,Bug,Fixed,Unknown,2023-11-29,2023-12-04,tox -m test can fail to find setuptools,cross_driver_inconsistency,,False,True,False,medium,References behavior across drivers.,,,4.7,,https://jira.mongodb.org/browse/PYTHON-4070
PYTHON-4046,PYTHON,Improvement,Fixed,Unknown,2023-11-14,2023-12-05,Need a spec test for the UNIX domain socket case sensitivity,driver_spec_nonconformance,,True,True,True,medium,Ticket references spec or conformance issue.,Connection String,,4.7,Duplicate:MOTOR-1220|Issue split:DRIVERS-2770,https://jira.mongodb.org/browse/PYTHON-4046
PYTHON-3838,PYTHON,Improvement,Fixed,Unknown,2023-07-14,2023-12-06,Benchmark and use `mongocrypt_binary_t` definition to improve performance of In-Use Encryption,not_relevant,,False,True,False,medium,Benchmark and use `mongocrypt_binary_t` definition to improve performance of In-Use Encryption,Client Side Encryption|Performance|pymongocrypt,,pymongocrypt-1.8.0,Duplicate:MOTOR-1155|Issue split:DRIVERS-2581|Problem/Incident:PYTHON-4091,https://jira.mongodb.org/browse/PYTHON-3838
PYTHON-4084,PYTHON,Bug,Fixed,Unknown,2023-12-07,2023-12-08,BSON inflation fails for CodeWithSpec objects containing nested RawBsonDocments,driver_spec_nonconformance,bson,True,False,True,high,BSON inflation fails for CodeWithSpec objects containing nested RawBsonDocments,,,4.7,,https://jira.mongodb.org/browse/PYTHON-4084
PYTHON-4077,PYTHON,Bug,Fixed,Unknown,2023-12-06,2023-12-19,There is no MacOS wheel on PyPI for Python 3.7,not_relevant,connection-string,False,True,False,medium,There is no MacOS wheel on PyPI for Python 3.7,,,4.7|4.6.2,,https://jira.mongodb.org/browse/PYTHON-4077
PYTHON-2884,PYTHON,Improvement,Done,Major - P3,2021-08-27,2023-12-20,Use dict instead of SON for internal command construction,not_relevant,wire-protocol,False,True,False,medium,Use dict instead of SON for internal command construction,,,4.7,Depends:PYTHON-3148|Related:PYTHON-2518|Related:PYTHON-2878|Related:PYTHON-2391,https://jira.mongodb.org/browse/PYTHON-2884
PYTHON-4142,PYTHON,Bug,Fixed,Unknown,2024-01-12,2024-01-12,json_util.default should always convert Int64,driver_spec_nonconformance,,True,True,True,high,json_util.default should always convert Int64,,,4.7,,https://jira.mongodb.org/browse/PYTHON-4142
PYTHON-4143,PYTHON,Improvement,Fixed,Unknown,2024-01-12,2024-01-12,"Optimize JSON encoding of int, float, str, and None",not_relevant,,False,False,False,medium,"Optimize JSON encoding of int, float, str, and None",JSON|Performance,,4.7,Related:PYTHON-1374|Related:PYTHON-4144,https://jira.mongodb.org/browse/PYTHON-4143
PYTHON-4144,PYTHON,Improvement,Fixed,Unknown,2024-01-12,2024-01-18,Optimize json_util encoding performance using single dispatch table,not_relevant,bson,False,False,False,medium,Optimize json_util encoding performance using single dispatch table,JSON|Performance,,4.7,Duplicate:PYTHON-4145|Related:PYTHON-1374|Related:PYTHON-4143,https://jira.mongodb.org/browse/PYTHON-4144
PYTHON-3175,PYTHON,Improvement,Fixed,Major - P3,2022-03-16,2024-01-19,Preemptively cancel in progress operations when SDAM heartbeats timeout,not_relevant,,False,True,False,medium,Preemptively cancel in progress operations when SDAM heartbeats timeout,Spec Comp,,4.7,Duplicate:PYTHON-3035|Duplicate:MOTOR-913|Duplicate:MOTOR-1229|Duplicate:PYTHON-4116|Issue split:DRIVERS-1707|Problem/Incident:PYTHON-4292|Problem/Incident:PYTHON-4664|Problem/Incident:MOTOR-1269|Problem/Incident:PYTHON-4156|Related:PYTHON-5525,https://jira.mongodb.org/browse/PYTHON-3175
PYTHON-4163,PYTHON,Bug,Fixed,Major - P3,2024-01-24,2024-01-26,[python-bsonjs] bsonjs package shadows pymongo's bson packge,driver_spec_nonconformance,bson,True,True,True,high,[python-bsonjs] bsonjs package shadows pymongo's bson packge,,,python-bsonjs-0.4.0,Problem/Incident:PYTHON-3882,https://jira.mongodb.org/browse/PYTHON-4163
PYTHON-4166,PYTHON,Bug,Done,Unknown,2024-01-25,2024-01-29,Pools should be properly closed instead of reset in topology,driver_spec_nonconformance,cmap|logging|sdam,True,False,True,high,Pools should be properly closed instead of reset in topology,,,,Depends:PYTHON-3473,https://jira.mongodb.org/browse/PYTHON-4166
PYTHON-3467,PYTHON,Improvement,Fixed,Major - P3,2022-10-10,2024-02-02,OIDC: Automatic token acquisition for Azure Identity Provider,not_relevant,auth|auth-oidc,False,True,False,medium,OIDC: Automatic token acquisition for Azure Identity Provider,,,4.7,Duplicate:PYTHON-3845|Duplicate:MOTOR-1078|Issue split:DRIVERS-2416|Problem/Incident:PYTHON-4211|Problem/Incident:PYTHON-4205,https://jira.mongodb.org/browse/PYTHON-3467
PYTHON-3587,PYTHON,Improvement,Done,Unknown,2023-01-30,2024-02-05,Do not perform server selection to determine sessions support,not_relevant,server-selection|sessions,False,True,False,medium,Do not perform server selection to determine sessions support,Sessions,spec-compliance,,Duplicate:MOTOR-1090|Issue split:DRIVERS-2530,https://jira.mongodb.org/browse/PYTHON-3587
PYTHON-2267,PYTHON,Improvement,Fixed,Major - P3,2020-06-01,2024-02-05,Allow UUID key_id to be passed to ClientEncryption.encrypt,not_relevant,bson|crud,False,True,False,medium,Allow UUID key_id to be passed to ClientEncryption.encrypt,,,4.7,Duplicate:PYTHON-4180|Problem/Incident:MOTOR-1257|Related:PYTHON-2152,https://jira.mongodb.org/browse/PYTHON-2267
PYTHON-4179,PYTHON,Improvement,Fixed,Unknown,2024-01-31,2024-02-06,Optimize JSON decoding performance by avoiding object_pairs_hook,not_relevant,,False,False,False,medium,Optimize JSON decoding performance by avoiding object_pairs_hook,JSON|Performance,external-PR,4.7,Related:PYTHON-1374,https://jira.mongodb.org/browse/PYTHON-4179
PYTHON-4204,PYTHON,Improvement,Fixed,Unknown,2024-02-06,2024-02-07,Optimize JSON decoding using set intersection and lookup table,not_relevant,bson|crud,False,False,False,medium,Optimize JSON decoding using set intersection and lookup table,JSON|Performance,,4.7,Related:PYTHON-1374,https://jira.mongodb.org/browse/PYTHON-4204
PYTHON-4147,PYTHON,Bug,Fixed,Major - P3,2024-01-14,2024-02-12,python 3.12 thread error while using MongoClient() function,not_relevant,connection-string|sdam|wire-protocol,False,True,False,medium,python 3.12 thread error while using MongoClient() function,Logging,,4.6.2,,https://jira.mongodb.org/browse/PYTHON-4147
PYTHON-3459,PYTHON,Improvement,Fixed,Major - P3,2022-10-07,2024-02-15,Add log messages to Server selection spec,driver_spec_nonconformance,server-selection,True,True,True,high,Add log messages to Server selection spec,,,4.7,Duplicate:MOTOR-1039|Issue split:DRIVERS-1671|Problem/Incident:PYTHON-4261,https://jira.mongodb.org/browse/PYTHON-3459
PYTHON-3847,PYTHON,Bug,Fixed,Major - P3,2023-07-17,2024-02-16,Encoding DatetimeMS objects should use _type_marker system,not_relevant,bson,False,True,False,medium,Encoding DatetimeMS objects should use _type_marker system,,,4.7,Related:PYTHON-3745|Related:PYTHON-569,https://jira.mongodb.org/browse/PYTHON-3847
PYTHON-4117,PYTHON,Improvement,Fixed,Unknown,2024-01-03,2024-02-20,Require 4.3.1+ server version when using failCommand errorLabels option,not_relevant,wire-protocol,False,True,False,medium,Require 4.3.1+ server version when using failCommand errorLabels option,Unified Test Runner,,4.7,Depends:PYTHON-4018|Duplicate:MOTOR-1230|Duplicate:PYTHON-4018|Issue split:DRIVERS-2802,https://jira.mongodb.org/browse/PYTHON-4117
PYTHON-4212,PYTHON,Bug,Fixed,Unknown,2024-02-09,2024-02-27,useSearchParams() should be wrapped in a suspense boundary,not_relevant,connection-string,False,False,False,medium,useSearchParams() should be wrapped in a suspense boundary,,,farmgen-2024.next,,https://jira.mongodb.org/browse/PYTHON-4212
PYTHON-4275,PYTHON,Bug,Done,Unknown,2024-03-12,2024-03-19,Langchain similarity search showing the vector embeddings in the result,driver_spec_nonconformance,index-management,True,False,True,high,Langchain similarity search showing the vector embeddings in the result,,,,,https://jira.mongodb.org/browse/PYTHON-4275
PYTHON-4273,PYTHON,Bug,Done,Unknown,2024-03-12,2024-03-19,Langchain - Local caching leading to results being missed,not_relevant,,False,False,False,medium,Langchain - Local caching leading to results being missed,,,,,https://jira.mongodb.org/browse/PYTHON-4273
PYTHON-4208,PYTHON,Improvement,Fixed,Major - P3,2024-02-08,2024-03-21,[Vector Search GA] Add support for the new type field when creating search indexes,not_relevant,index-management,False,True,False,medium,[Vector Search GA] Add support for the new type field when creating search indexes,,spec-compliance,4.7,Duplicate:MOTOR-1254|Issue split:DRIVERS-2768|Related:PYTHON-4332|Related:PYTHON-4297,https://jira.mongodb.org/browse/PYTHON-4208
PYTHON-4297,PYTHON,Improvement,Fixed,Unknown,2024-03-25,2024-03-26,Allow passing arbitrary options to create_search_index models,not_relevant,index-management|wire-protocol,False,True,False,medium,Allow passing arbitrary options to create_search_index models,,,4.7,Related:PYTHON-4208|Related:INTPYTHON-319,https://jira.mongodb.org/browse/PYTHON-4297
PYTHON-2723,PYTHON,Improvement,Fixed,Major - P3,2021-05-20,2024-03-26,Convert transactions spec tests to unified test format,driver_spec_nonconformance,crud|transactions,True,True,True,high,Convert transactions spec tests to unified test format,Spec Comp,,4.7,Depends:CLOUDP-237140|Duplicate:PYTHON-4214|Duplicate:PYTHON-4288|Duplicate:MOTOR-739|Gantt End to End:PYTHON-4214|Issue split:DRIVERS-1709|Related:PYTHON-4303|Related:PYTHON-4361,https://jira.mongodb.org/browse/PYTHON-2723
